I,Q,A
3087,"¿Qué establece el artículo 393 respecto al juzgamiento de delitos cometidos por funcionarios públicos en el ejercicio de sus funciones?","El artículo establece que dichos funcionarios serán juzgados conforme a la Constitución Política del Estado y aplicando las normas del juicio oral y público previstas en el Código. ley Nº 1970 de 25 de Marzo de 1999."
3088,"¿En qué situación no se acumulan los delitos conexos al procedimiento inmediato por flagrancia según el artículo 393 Bis?","Los delitos conexos en los que estén involucrados otros imputados no se acumularán al procedimiento inmediato por flagrancia. ley Nº 1970 de 25 de Marzo de 1999."
3089,"¿Qué ocurre si el juez acepta la aplicación del procedimiento inmediato por flagrancia según el artículo 393 Ter?","Si el juez acepta la aplicación del procedimiento inmediato por flagrancia, el fiscal puede solicitar una salida alternativa, actos de investigación complementarios, presentar la acusación, u ofrecer pruebas en la misma audiencia. ley Nº 1970 de 25 de Marzo de 1999."
3090,"¿Qué sucede si las partes no tienen observaciones en la audiencia de preparación de juicio según el artículo 393 Quater?","Si no existen observaciones, se tendrá por saneada la acusación y se procederá a la preparación del juicio. ley Nº 1970 de 25 de Marzo de 1999."
3091,"¿Qué puede hacer el imputado durante la audiencia de juicio inmediato según el artículo 393 Quinquer?","El imputado puede declarar como parte de la prueba de la defensa y será tratado conforme a las reglas de declaración de testigos en juicio oral. ley Nº 1970 de 25 de Marzo de 1999."
3092,"¿Quién tiene derecho a recurrir según el artículo 394 del Código?","Tienen derecho a recurrir quienes estén expresamente autorizados por la ley, incluyendo a la víctima aunque no se haya constituido como querellante. ley Nº 1970 de 25 de Marzo de 1999."
3093,"¿Cuándo procede el recurso de reposición según el artículo 401?","El recurso de reposición procede contra providencias de mero trámite para que el juez o tribunal, advertido del error, las revoque o modifique. ley Nº 1970 de 25 de Marzo de 1999."
3094,"¿Qué sucede si el recurso de apelación incidental incluye producción de prueba según el artículo 404?","Si se produce prueba en segunda instancia, se debe acompañar y ofrecer junto con el escrito de interposición, indicando concretamente el hecho que se pretende probar. ley Nº 1970 de 25 de Marzo de 1999."
3095,"¿Qué plazo tiene la Corte Superior para resolver un recurso de apelación restringida según el artículo 411?","La Corte Superior tiene un plazo máximo de veinte días para dictar resolución tras la audiencia o desde que reciba las actuaciones. ley Nº 1970 de 25 de Marzo de 1999."
3096,"¿Qué sucede si el tribunal de alzada encuentra errores en la fundamentación de una resolución según el artículo 414?","El tribunal corregirá los errores de derecho, omisiones formales y errores en la imposición o cómputo de penas sin anular la sentencia recurrida. ley Nº 1970 de 25 de Marzo de 1999."
3097,"¿Qué efectos tiene la doctrina legal establecida por el recurso de casación según el artículo 420?","La doctrina legal será obligatoria para los tribunales y jueces inferiores y solo podrá modificarse mediante una nueva resolución dictada con motivo de otro recurso de casación. ley Nº 1970 de 25 de Marzo de 1999."
3098,"¿Qué determina el artículo 393 Sexter sobre la redacción de la sentencia en un juicio inmediato?","El artículo determina que la redacción de los fundamentos de la sentencia no puede diferirse y debe ser leída de forma íntegra. ley Nº 1970 de 25 de Marzo de 1999."
3099,"¿Qué debe hacer el tribunal de alzada si el recurso es inadmisible según el artículo 399?","El tribunal de alzada rechazará el recurso sin pronunciarse sobre el fondo si lo considera inadmisible. ley Nº 1970 de 25 de Marzo de 1999."
3100,"¿Cómo debe proceder la Corte Suprema de Justicia al recibir un recurso de casación según el artículo 418?","La Corte Suprema de Justicia debe establecer si el recurso cumple con los requisitos exigidos y, si es admisible, lo pondrá en conocimiento de las salas penales de todas las Cortes Superiores. ley Nº 1970 de 25 de Marzo de 1999."
3101,"¿En qué casos puede el imputado beneficiarse del recurso interpuesto por otro coimputado según el artículo 397?","El imputado puede beneficiarse del recurso interpuesto por otro coimputado, salvo que los motivos del recurso sean exclusivamente personales. ley Nº 1970 de 25 de Marzo de 1999."
3102,"¿Qué puede solicitar el fiscal en la audiencia de flagrancia según el artículo 393 Ter, numeral 4?","El fiscal puede solicitar la detención preventiva del imputado si concurren los requisitos establecidos en el artículo 233 del Código para garantizar su presencia en el juicio. ley Nº 1970 de 25 de Marzo de 1999."
3103,"¿Qué acciones puede tomar el juez durante la audiencia de preparación de juicio inmediato según el artículo 393 Quater?","El juez puede escuchar los planteamientos de las partes, admitir o rechazar las cuestiones planteadas, y dictar el auto de apertura de juicio. ley Nº 1970 de 25 de Marzo de 1999."
3104,"¿Qué artículo menciona los procedimientos aplicables a los jueces cuando son imputados por un delito?","El artículo 392 menciona que los jueces serán juzgados conforme al procedimiento común y sólo podrán ser suspendidos por el Consejo de la Judicatura cuando sean formalmente imputados. ley Nº 1970 de 25 de Marzo de 1999."
3105,"¿Qué artículo describe el procedimiento para el juzgamiento de funcionarios públicos en el ejercicio de sus funciones?","El artículo 393 describe el procedimiento para el juzgamiento de funcionarios públicos, estableciendo que se procederá conforme a lo previsto en la Constitución Política del Estado. ley Nº 1970 de 25 de Marzo de 1999."
3106,"¿Qué artículo regula el procedimiento inmediato para delitos flagrantes?","El artículo 393 Bis regula el procedimiento inmediato para delitos flagrantes y establece las condiciones para su aplicación. ley Nº 1970 de 25 de Marzo de 1999."
3107,"¿Qué artículo establece las reglas para la audiencia de preparación de juicio inmediato?","El artículo 393 Quater establece las reglas para la audiencia de preparación de juicio inmediato, donde las partes pueden debatir sobre la acusación, plantear excepciones, y otros incidentes. ley Nº 1970 de 25 de Marzo de 1999."
3108,"¿Qué artículo me protege si quiero recurrir una resolución judicial que me perjudica?","El artículo 394 establece el derecho a recurrir las resoluciones judiciales en los casos previstos por el Código. ley Nº 1970 de 25 de Marzo de 1999."
3109,"¿Qué artículo establece los procedimientos a seguir si deseo apelar una resolución por errónea aplicación de la ley?","El artículo 407 regula el recurso de apelación restringida para impugnar una resolución por inobservancia o errónea aplicación de la ley. ley Nº 1970 de 25 de Marzo de 1999."
3110,"¿Qué artículo menciona la doctrina legal aplicable como obligatoria para los jueces inferiores?","El artículo 420 establece que la doctrina legal definida en un recurso de casación será obligatoria para los jueces y tribunales inferiores. ley Nº 1970 de 25 de Marzo de 1999."
3111,"¿Qué artículo establece el derecho a adherirse a un recurso interpuesto por otra parte?","El artículo 395 menciona que quien tenga derecho a recurrir puede adherirse fundamentadamente al recurso concedido a cualquiera de las partes. ley Nº 1970 de 25 de Marzo de 1999."
3112,"¿Qué artículo menciona las resoluciones que pueden ser apeladas mediante un recurso de apelación incidental?","El artículo 403 menciona las resoluciones que son apelables mediante un recurso de apelación incidental, como la suspensión condicional del proceso y medidas cautelares. ley Nº 1970 de 25 de Marzo de 1999."
3113,"¿Qué artículo regula el recurso de reposición contra providencias de mero trámite?","El artículo 401 regula el recurso de reposición, que procede contra providencias de mero trámite para que el juez las revoque o modifique. ley Nº 1970 de 25 de Marzo de 1999."
3114,"¿Qué artículo menciona los pasos a seguir para el trámite de un recurso de apelación restringida?","El artículo 409 menciona los pasos a seguir para el trámite de un recurso de apelación restringida, indicando los plazos para contestarlo y el procedimiento de remisión ante el tribunal de alzada. ley Nº 1970 de 25 de Marzo de 1999."
3115,"¿Qué artículo regula el proceso de radicación de la causa para el juicio inmediato?","El artículo 393 Quinquer regula el proceso de radicación de la causa, disponiendo la sustanciación del juicio dentro de un plazo no mayor a cinco días. ley Nº 1970 de 25 de Marzo de 1999."
3116,"¿Qué artículo me protege si deseo apelar una sentencia que considero errónea pero no tengo suficiente tiempo para fundamentarla por escrito?","El artículo 408 menciona que el recurso de apelación restringida puede incluir la fundamentación oral si así lo manifiesta el recurrente. ley Nº 1970 de 25 de Marzo de 1999."
3117,"¿Qué artículo establece los efectos de la reforma en perjuicio cuando se apela una resolución?","El artículo 400 establece que cuando la resolución haya sido impugnada por el imputado o su defensor, no podrá ser modificada en su perjuicio, a menos que se trate de un recurso interpuesto por otras partes. ley Nº 1970 de 25 de Marzo de 1999."
3118,"¿Qué artículo menciona la competencia de los tribunales de alzada en la revisión de recursos?","El artículo 398 menciona que los tribunales de alzada se circunscribirán a los aspectos cuestionados de la resolución al emitir una decisión sobre el recurso. ley Nº 1970 de 25 de Marzo de 1999."
3119,"¿Qué artículo menciona los plazos para que el fiscal solicite un procedimiento inmediato en casos de flagrancia?","El artículo 393 Bis menciona que el fiscal puede solicitar el procedimiento inmediato en la resolución de imputación formal cuando el imputado es sorprendido en flagrancia. ley Nº 1970 de 25 de Marzo de 1999."
3120,"¿Qué artículo describe el procedimiento a seguir si una sentencia debe ser corregida por errores de derecho que no influyen en la parte dispositiva?","El artículo 414 describe que los errores de derecho que no influyan en la parte dispositiva serán corregidos sin anular la sentencia. ley Nº 1970 de 25 de Marzo de 1999."
3121,"¿Qué artículo establece la intervención de un perito especializado en cuestiones indígenas cuando se juzga a un miembro de una comunidad indígena?","El artículo 391 establece que el fiscal y el juez serán asistidos por un perito especializado en cuestiones indígenas para asegurar un mejor entendimiento del contexto del imputado. ley Nº 1970 de 25 de Marzo de 1999."
3122,"¿Qué artículo establece las disposiciones sobre la audiencia de prueba o de fundamentación complementaria en un recurso de apelación restringida?","El artículo 412 regula la audiencia de prueba o de fundamentación, mencionando que se aplicarán las reglas del juicio oral para la presentación de pruebas. ley Nº 1970 de 25 de Marzo de 1999."
3123,"¿Qué artículo menciona que los errores de derecho pueden ser corregidos mediante una fundamentación complementaria sin anular la sentencia?","El artículo 414 establece que el tribunal puede realizar una fundamentación complementaria para corregir errores de derecho sin anular la sentencia. ley Nº 1970 de 25 de Marzo de 1999."
3124,"¿Qué artículo regula el recurso de apelación incidental contra resoluciones que otorgan o rechazan la libertad condicional?","El artículo 403, numeral 7, menciona que el recurso de apelación incidental procede contra resoluciones que concedan, revoquen o rechacen la libertad condicional. ley Nº 1970 de 25 de Marzo de 1999."
3125,"¿Qué artículo establece el procedimiento para solicitar la suspensión o extinción de la pena?","El artículo 403, numeral 9, menciona que el recurso de apelación incidental puede proceder contra resoluciones que nieguen o admitan la suspensión o extinción de la pena. ley Nº 1970 de 25 de Marzo de 1999."
3126,"¿Qué artículo menciona la posibilidad de ampliar el plazo para presentar la prueba de descargo en un juicio inmediato?","El artículo 393 Ter menciona que el juez puede ampliar el plazo para la presentación de la prueba de descargo por un término máximo de cuarenta y cinco días a solicitud fundamentada de la defensa. ley Nº 1970 de 25 de Marzo de 1999."
3127,"¿Qué artículo regula el trámite de un recurso de apelación incidental y su emplazamiento?","El artículo 405 regula el trámite del recurso de apelación incidental y el emplazamiento para que las otras partes contesten el recurso. ley Nº 1970 de 25 de Marzo de 1999."
3128,"¿Qué artículo menciona el recurso de casación para impugnar autos de vista contradictorios a precedentes?","El artículo 416 menciona que el recurso de casación procede para impugnar autos de vista que sean contradictorios a precedentes pronunciados por otras cortes. ley Nº 1970 de 25 de Marzo de 1999."
3129,"¿Qué artículo establece los requisitos que deben cumplir los recursos de casación para ser admitidos?","El artículo 417 establece los requisitos que deben cumplir los recursos de casación, incluyendo la obligación de señalar la contradicción y adjuntar copia del recurso de apelación restringida. ley Nº 1970 de 25 de Marzo de 1999."
3130,"¿Qué artículo regula la participación de las partes durante la audiencia de juicio inmediato?","El artículo 393 Quinquer regula la participación de las partes en la audiencia de juicio inmediato, incluyendo la fundamentación de la acusación y la defensa del imputado. ley Nº 1970 de 25 de Marzo de 1999."
3131,"¿Qué artículo establece el procedimiento que debe seguir el juez al dictar una sentencia en un juicio inmediato?","El artículo 393 Sexter establece que el juez debe dictar la sentencia inmediatamente después de los alegatos de las partes, y debe leer la sentencia de manera íntegra. ley Nº 1970 de 25 de Marzo de 1999."
3132,"¿Qué artículo menciona que los recursos interpuestos pueden favorecer a otros coimputados?","El artículo 397 menciona que el recurso interpuesto por un coimputado puede favorecer a los demás, salvo que los motivos sean exclusivamente personales. ley Nº 1970 de 25 de Marzo de 1999."
3133,"¿Qué artículo regula la audiencia pública de fundamentación en un recurso de apelación restringida?","El artículo 411 regula la audiencia pública de fundamentación en un recurso de apelación restringida, estableciendo que se convocará dentro de los diez días de recibidas las actuaciones. ley Nº 1970 de 25 de Marzo de 1999."
3134,"¿Qué artículo menciona que el tribunal de alzada ordenará la libertad del imputado si corresponde por efecto de la sentencia?","El artículo 415 menciona que el tribunal de alzada ordenará directamente la libertad del imputado cuando la sentencia disponga el cese de la detención. ley Nº 1970 de 25 de Marzo de 1999."
3135,"¿Qué artículo establece las reglas para la audiencia de preparación de juicio en el procedimiento inmediato por flagrancia?","El artículo 393 Quater establece las reglas para la audiencia de preparación de juicio, incluyendo la posibilidad de plantear excepciones, incidentes de exclusión probatoria, y acuerdos sobre la prueba. ley Nº 1970 de 25 de Marzo de 1999."
3136,"¿Qué artículo regula el recurso de revisión de sentencias condenatorias ejecutoriadas?","El artículo 421 regula el recurso de revisión de las sentencias condenatorias ejecutoriadas. ley Nº 1970 de 25 de Marzo de 1999."
3137,"¿Quiénes están legitimados para interponer el recurso de revisión según el artículo 422?","El artículo 422 establece que pueden interponer el recurso de revisión el condenado, su defensor, sus representantes legales, cónyuge, familiares, la Fiscalía, el juez de ejecución penal, y el Defensor del Pueblo. ley Nº 1970 de 25 de Marzo de 1999."
3138,"¿Qué pasos deben seguirse para presentar un recurso de revisión según el artículo 423?","El artículo 423 establece que el recurso de revisión debe presentarse por escrito, incluir la prueba correspondiente y contener una referencia concreta de los motivos en que se funda. ley Nº 1970 de 25 de Marzo de 1999."
3139,"¿Qué decisiones puede tomar el tribunal al resolver un recurso de revisión según el artículo 424?","El tribunal puede rechazar el recurso si es improcedente o anular la sentencia impugnada y dictar una nueva sentencia o disponer la realización de un nuevo juicio. ley Nº 1970 de 25 de Marzo de 1999."
3140,"¿Qué establece el artículo 425 respecto a los jueces que intervienen en un nuevo juicio tras la anulación de la sentencia?","El artículo 425 establece que en el nuevo juicio no podrán intervenir los mismos jueces que dictaron la sentencia anulada. ley Nº 1970 de 25 de Marzo de 1999."
3141,"¿Qué efectos tiene una sentencia absolutoria tras el recurso de revisión según el artículo 426?","El artículo 426 establece que una sentencia absolutoria ordenará la inmediata libertad del condenado, la rehabilitación plena, el pago de indemnización y la devolución de los objetos confiscados. ley Nº 1970 de 25 de Marzo de 1999."
3142,"¿Qué ocurre si un recurso de revisión es rechazado según el artículo 427?","El artículo 427 establece que el rechazo del recurso de revisión no impedirá la interposición de un nuevo recurso fundado en motivos distintos. ley Nº 1970 de 25 de Marzo de 1999."
3143,"¿Qué juez es competente para la ejecución de sentencias condenatorias según el artículo 428?","El artículo 428 establece que el juez de ejecución penal es competente para la ejecución de sentencias condenatorias y para resolver todos los incidentes que surjan durante la ejecución. ley Nº 1970 de 25 de Marzo de 1999."
3144,"¿Qué derechos tiene el condenado durante la ejecución de la condena según el artículo 429?","El artículo 429 establece que el condenado tiene los derechos y garantías otorgados por la Constitución, tratados internacionales y leyes, y puede presentar peticiones al juez de ejecución penal. ley Nº 1970 de 25 de Marzo de 1999."
3145,"¿Qué medidas se pueden diferir antes de la ejecución de una pena privativa de libertad según el artículo 431?","El artículo 431 establece que la ejecución de una pena puede diferirse si el condenado es una mujer embarazada o con un hijo menor de un año, o si está gravemente enfermo. ley Nº 1970 de 25 de Marzo de 1999."
3146,"¿Qué requisitos se deben cumplir para conceder la libertad condicional según el artículo 433?","El artículo 433 establece que el condenado debe haber cumplido dos terceras partes de la pena, haber tenido buena conducta y demostrar vocación para el trabajo para acceder a la libertad condicional. ley Nº 1970 de 25 de Marzo de 1999."
3147,"¿Qué juez decide sobre la revocación de la libertad condicional según el artículo 435?","El artículo 435 establece que el juez de ejecución penal puede revocar la libertad condicional por incumplimiento de las condiciones impuestas, a petición de la Fiscalía o de oficio. ley Nº 1970 de 25 de Marzo de 1999."
3148,"¿Qué establece el artículo 438 sobre el perdón del ofendido en delitos de acción privada?","El artículo 438 establece que el perdón de la víctima en delitos de acción privada extingue la pena, y el juez de ejecución penal ordenará la libertad inmediata del condenado. ley Nº 1970 de 25 de Marzo de 1999."
3149,"¿Qué artículo regula el registro de antecedentes penales según el Código Penal?","El artículo 440 regula el Registro Judicial de Antecedentes Penales, el cual es dependiente del Consejo de la Judicatura y registra las sentencias condenatorias ejecutoriadas, declaraciones de rebeldía y suspensiones condicionales del proceso. ley Nº 1970 de 25 de Marzo de 1999."
3150,"¿Qué requisitos establece el artículo 441 para la cancelación de antecedentes penales?","El artículo 441 establece que el registro de antecedentes penales se cancelará después de ocho años de la extinción de la pena privativa de libertad, o tres años para las condenas a multa o inhabilitación. ley Nº 1970 de 25 de Marzo de 1999."
3151,"¿Qué establece el artículo 442 sobre la reserva de la información del registro de antecedentes penales?","El artículo 442 establece que la información del Registro Judicial de Antecedentes Penales es reservada y solo puede ser solicitada por el interesado, comisiones legislativas, jueces, fiscales y autoridades extranjeras según las reglas de cooperación judicial internacional. ley Nº 1970 de 25 de Marzo de 1999."
3152,"¿En qué casos se podrá diferir la ejecución de una pena privativa de libertad según el artículo 431?","El artículo 431 establece que se podrá diferir la ejecución de la pena si el condenado es una mujer embarazada o tiene un hijo menor de un año, o si está gravemente enfermo y la ejecución pone en peligro su vida. ley Nº 1970 de 25 de Marzo de 1999."
3153,"¿Qué establece el artículo 436 sobre la ejecución de la multa como pena?","El artículo 436 establece que la multa se ejecutará conforme a lo dispuesto en el Código Penal. ley Nº 1970 de 25 de Marzo de 1999."
3154,"¿Qué debe hacer el juez de ejecución penal en caso de una medida de seguridad según el artículo 439?","El artículo 439 establece que el juez de ejecución penal examinará cada seis meses la situación de la persona a quien se le impuso una medida de seguridad, pudiendo decidir sobre su continuación, modificación o cese. ley Nº 1970 de 25 de Marzo de 1999."
3155,"¿Qué artículo regula la posibilidad de un nuevo juicio tras la anulación de una sentencia?","El artículo 425 regula la posibilidad de realizar un nuevo juicio tras la anulación de una sentencia, estableciendo que no podrán intervenir los mismos jueces que dictaron la sentencia anulada. ley Nº 1970 de 25 de Marzo de 1999."
3156,"¿Qué establece el artículo 424 sobre las posibles resoluciones al tratar un recurso de revisión?","El artículo 424 establece que el tribunal puede rechazar el recurso si es improcedente o anular la sentencia impugnada y dictar una nueva sentencia o disponer un nuevo juicio. ley Nº 1970 de 25 de Marzo de 1999."
3157,"¿Quién tiene la competencia para la ejecución de sentencias absolutorias según el artículo 428?","El artículo 428 establece que las sentencias absolutorias serán ejecutadas por el juez o tribunal que las dictó, y puede comisionar a uno de sus jueces para realizar las diligencias necesarias. ley Nº 1970 de 25 de Marzo de 1999."
3158,"¿Qué artículo menciona los incidentes relativos a la ejecución de la pena y quién los resuelve?","El artículo 432 menciona que los incidentes relativos a la ejecución de la pena serán resueltos por el juez de ejecución penal en audiencia oral y pública. ley Nº 1970 de 25 de Marzo de 1999."
3159,"¿Qué artículo regula la tramitación de la libertad condicional?","El artículo 434 regula la tramitación de la libertad condicional, mencionando que el juez de ejecución penal podrá promoverla de oficio o a petición de parte. ley Nº 1970 de 25 de Marzo de 1999."
3160,"¿Qué condiciones debe cumplir el condenado para acceder a la libertad condicional según el artículo 433?","El artículo 433 establece que el condenado debe haber cumplido dos terceras partes de la pena, demostrar buena conducta y tener vocación para el trabajo para acceder a la libertad condicional. ley Nº 1970 de 25 de Marzo de 1999."
3161,"¿Qué artículo establece las medidas cautelares aplicables antes de la ejecución de una pena privativa de libertad?","El artículo 431 establece que antes de la ejecución de una pena privativa de libertad, se pueden aplicar medidas cautelares en caso de mujeres embarazadas, madres con hijos menores de un año o personas gravemente enfermas. ley Nº 1970 de 25 de Marzo de 1999."
3162,"¿Qué establece el artículo 429 sobre las garantías del condenado durante la ejecución de la condena?","El artículo 429 establece que el condenado tiene derecho a las garantías otorgadas por la Constitución y tratados internacionales, y puede presentar peticiones al juez de ejecución penal. ley Nº 1970 de 25 de Marzo de 1999."
3163,"¿Qué sucede si un nuevo juicio es ordenado tras un recurso de revisión según el artículo 425?","El artículo 425 establece que si se ordena un nuevo juicio tras un recurso de revisión, la nueva sentencia no podrá contener una sanción más grave que la impuesta en la primera sentencia. ley Nº 1970 de 25 de Marzo de 1999."
3164,"¿Qué artículo establece que la sentencia absolutoria debe ser publicada en un medio de comunicación?","El artículo 426 establece que la parte resolutiva de la sentencia que declare la absolución debe ser publicada en un medio de comunicación social de alcance nacional. ley Nº 1970 de 25 de Marzo de 1999."
3165,"¿Qué medidas puede tomar el juez si el condenado incumple las condiciones de la libertad condicional según el artículo 435?","El artículo 435 establece que el juez de ejecución penal puede revocar la libertad condicional si el condenado incumple las condiciones impuestas, y puede ordenar su detención hasta resolver el incidente. ley Nº 1970 de 25 de Marzo de 1999."
3166,"¿Qué artículo menciona la competencia del juez de ejecución penal para resolver incidentes sobre la ejecución de la pena?","El artículo 428 menciona que el juez de ejecución penal tiene competencia para resolver todas las cuestiones o incidentes que se susciten durante la ejecución de una sentencia condenatoria. ley Nº 1970 de 25 de Marzo de 1999."
3167,"¿Qué artículo menciona la posibilidad de apelar la revocación de la libertad condicional?","El artículo 435 establece que el auto que revoca la libertad condicional es apelable. ley Nº 1970 de 25 de Marzo de 1999."
3168,"¿Qué establece el artículo 438 sobre el perdón de la víctima en los delitos de acción privada?","El artículo 438 establece que el perdón de la víctima en los delitos de acción privada extingue la pena, y el juez de ejecución penal ordenará inmediatamente la libertad del condenado. ley Nº 1970 de 25 de Marzo de 1999."
3169,"¿Qué artículo regula la revisión de la situación de una persona sometida a una medida de seguridad?","El artículo 439 regula la revisión de la situación de una persona sometida a una medida de seguridad, indicando que el juez de ejecución penal deberá examinar la situación al menos una vez cada seis meses. ley Nº 1970 de 25 de Marzo de 1999."
3170,"¿Qué establece el artículo 421 sobre la procedencia del recurso de revisión en caso de pruebas nuevas o preexistentes?","El artículo 421 establece que el recurso de revisión procede cuando después de la sentencia se descubren hechos nuevos o preexistentes que demuestren que el hecho no fue cometido, que el condenado no fue autor o que el hecho no sea punible. ley Nº 1970 de 25 de Marzo de 1999."
3171,"¿Qué artículo menciona que la multa se ejecutará según lo dispuesto en el Código Penal?","El artículo 436 menciona que la multa se ejecutará conforme a lo dispuesto en el Código Penal. ley Nº 1970 de 25 de Marzo de 1999."
3172,"¿Qué establece el artículo 442 sobre quiénes pueden solicitar información del Registro Judicial de Antecedentes Penales?","El artículo 442 establece que la información del Registro Judicial de Antecedentes Penales solo podrá ser solicitada por el interesado, las comisiones legislativas, jueces, fiscales y autoridades extranjeras bajo cooperación judicial internacional. ley Nº 1970 de 25 de Marzo de 1999."
3173,"¿Qué artículo regula la revisión de una sentencia si se descubre que los hechos son incompatibles con otra sentencia ejecutoriada?","El artículo 421 regula la revisión de sentencias si los hechos tenidos como fundamento son incompatibles con otra sentencia penal ejecutoriada. ley Nº 1970 de 25 de Marzo de 1999."
3174,"¿Qué artículo menciona la posibilidad de anular una sentencia condenatoria debido a delitos cometidos por funcionarios judiciales?","El artículo 421 menciona la posibilidad de anular una sentencia condenatoria si esta fue pronunciada a consecuencia de delitos propios de la función judicial. ley Nº 1970 de 25 de Marzo de 1999."
3175,"¿Qué artículo menciona quiénes pueden interponer el recurso de revisión si el condenado ha fallecido?","El artículo 422 menciona que si el condenado ha fallecido, el cónyuge, conviviente o parientes dentro del cuarto grado de consanguinidad o segundo de afinidad pueden interponer el recurso de revisión. ley Nº 1970 de 25 de Marzo de 1999."
3176,"¿Qué artículo me protege si soy condenado y aparecen hechos nuevos que demuestran mi inocencia?","El artículo 421 menciona que el recurso de revisión puede proceder en favor del condenado si aparecen hechos nuevos que demuestran que el hecho no fue cometido o que el condenado no fue el autor. ley Nº 1970 de 25 de Marzo de 1999."
3177,"¿Qué artículo establece las reglas aplicables en el trámite del recurso de revisión, basándose en la apelación restringida?","El artículo 423 establece que para el trámite del recurso de revisión se aplicarán las reglas de la apelación restringida, en cuanto estas sean aplicables. ley Nº 1970 de 25 de Marzo de 1999."
3178,"¿Qué artículo regula la ejecución de una pena si el condenado es una mujer embarazada?","El artículo 431 regula la ejecución de una pena privativa de libertad si el condenado es una mujer embarazada, estableciendo que la ejecución se diferirá hasta que cese esa condición. ley Nº 1970 de 25 de Marzo de 1999."
3179,"¿Qué artículo establece la posibilidad de un nuevo juicio si la sentencia fue anulada por un recurso de revisión?","El artículo 425 establece la posibilidad de un nuevo juicio si la sentencia fue anulada por un recurso de revisión. ley Nº 1970 de 25 de Marzo de 1999."
3180,"¿Qué artículo menciona que la libertad condicional puede ser revocada si el condenado incumple las condiciones impuestas?","El artículo 435 menciona que la libertad condicional puede ser revocada si el condenado incumple las condiciones impuestas por el juez de ejecución penal. ley Nº 1970 de 25 de Marzo de 1999."
3181,"¿Qué artículo regula los derechos del condenado durante la ejecución de la condena y ante quién puede presentar peticiones?","El artículo 429 regula los derechos del condenado durante la ejecución de la condena y establece que puede presentar peticiones ante el juez de ejecución penal. ley Nº 1970 de 25 de Marzo de 1999."
3182,"¿Qué artículo menciona el procedimiento a seguir si la sentencia absolutoria declara la extinción de la pena?","El artículo 426 menciona que si la sentencia absolutoria declara la extinción de la pena, se ordenará la inmediata libertad del condenado y la rehabilitación plena. ley Nº 1970 de 25 de Marzo de 1999."
3183,"¿Qué artículo establece que un juez debe revisar periódicamente la situación de una persona sometida a una medida de seguridad?","El artículo 439 establece que el juez de ejecución penal debe revisar la situación de una persona sometida a una medida de seguridad al menos una vez cada seis meses. ley Nº 1970 de 25 de Marzo de 1999."
3184,"¿Qué artículo menciona la posibilidad de solicitar libertad condicional y los requisitos que deben cumplirse?","El artículo 433 menciona la posibilidad de solicitar libertad condicional y establece los requisitos que el condenado debe cumplir, como haber cumplido dos terceras partes de la pena, buena conducta y vocación para el trabajo. ley Nº 1970 de 25 de Marzo de 1999."
3185,"¿Qué artículo menciona la competencia del juez de ejecución penal para resolver incidentes durante la ejecución de la pena?","El artículo 428 menciona que el juez de ejecución penal tiene competencia para resolver todos los incidentes que surjan durante la ejecución de la pena. ley Nº 1970 de 25 de Marzo de 1999."
3186,"¿Qué artículo regula la cancelación de antecedentes penales tras la extinción de la pena privativa de libertad?","El artículo 441 regula la cancelación de antecedentes penales después de ocho años de la extinción de la pena privativa de libertad. ley Nº 1970 de 25 de Marzo de 1999."
3187,"¿Qué artículo establece que el perdón de la víctima extingue la pena en delitos de acción privada?","El artículo 438 establece que el perdón de la víctima extingue la pena en delitos de acción privada, y el juez de ejecución penal ordenará la libertad inmediata del condenado. ley Nº 1970 de 25 de Marzo de 1999."
3188,"¿Qué artículo menciona la publicación de la sentencia absolutoria en un medio de comunicación social?","El artículo 426 menciona que la parte resolutiva de la sentencia absolutoria deberá publicarse en un medio de comunicación social de alcance nacional. ley Nº 1970 de 25 de Marzo de 1999."
3189,"¿Qué artículo establece que una multa se ejecutará conforme al Código Penal?","El artículo 436 establece que una multa se ejecutará conforme a lo dispuesto en el Código Penal. ley Nº 1970 de 25 de Marzo de 1999."
3190,"¿Qué artículo menciona que el rechazo de un recurso de revisión no impide presentar otro nuevo recurso con diferentes motivos?","El artículo 427 menciona que el rechazo de un recurso de revisión no impide la presentación de un nuevo recurso fundado en motivos distintos. ley Nº 1970 de 25 de Marzo de 1999."
3191,"¿Qué artículo menciona quiénes pueden solicitar información del Registro Judicial de Antecedentes Penales?","El artículo 442 menciona que la información del Registro Judicial de Antecedentes Penales solo puede ser solicitada por el interesado, las comisiones legislativas, jueces, fiscales y autoridades extranjeras según las reglas de cooperación judicial internacional. ley Nº 1970 de 25 de Marzo de 1999."
3192,"¿Qué artículo menciona las condiciones bajo las cuales el juez puede diferir la ejecución de una pena privativa de libertad?","El artículo 431 menciona que la ejecución de una pena privativa de libertad puede diferirse si el condenado es una mujer embarazada, tiene un hijo menor de un año o si está gravemente enfermo. ley Nº 1970 de 25 de Marzo de 1999."
3193,"¿Qué artículo regula la intervención del Defensor del Pueblo en la interposición del recurso de revisión?","El artículo 422 regula que el Defensor del Pueblo puede interponer un recurso de revisión en favor del condenado. ley Nº 1970 de 25 de Marzo de 1999."
