I,Q,A
2124,"¿Qué tipo de acciones nacen de la comisión de un delito según el artículo 14?","El artículo 14 establece que de la comisión de un delito nacen dos acciones: la penal, para la investigación y sanción, y la civil, para la reparación de daños y perjuicios."
2125,"¿Qué tipos de acción penal se mencionan en el artículo 15?","El artículo 15 menciona que la acción penal puede ser pública o privada."
2126,"¿Quién ejerce la acción penal pública según el artículo 16?","El artículo 16 establece que la acción penal pública será ejercida por la Fiscalía en todos los delitos perseguibles de oficio."
2127,"¿Qué establece el artículo 17 sobre la acción penal pública a instancia de parte?","El artículo 17 establece que la Fiscalía ejercerá la acción penal pública una vez que la víctima presente la denuncia del hecho, y que el fiscal puede actuar directamente en ciertos casos de menores o incapaces."
2128,"¿Quién puede ejercer la acción penal privada según el artículo 18?","El artículo 18 establece que la acción penal privada solo puede ser ejercida por la víctima, conforme al procedimiento especial regulado en el Código."
2129,"¿Qué delitos son considerados de acción pública a instancia de parte según el artículo 19?","El artículo 19 enumera delitos de acción pública a instancia de parte, como el abandono de familia, incumplimiento de deberes de asistencia, violación, abuso deshonesto, entre otros."
2130,"¿Qué delitos se consideran de acción privada según el artículo 20?","El artículo 20 considera delitos de acción privada, como el giro de cheque en descubierto, defraudación de servicios, abuso de confianza y otros delitos especificados en el artículo."
2131,"¿Qué artículo me protege para asegurarme de que no seré condenado sin juicio previo?","El artículo 1 me protege al establecer que nadie será condenado sin un juicio previo y proceso legal."
2132,"¿Qué artículo garantiza que solo seré juzgado por tribunales constituidos conforme a la ley?","El artículo 2 garantiza que solo seré juzgado por tribunales constituidos conforme a la Constitución y la ley."
2133,"¿Qué artículo asegura la imparcialidad de los jueces durante un proceso penal?","El artículo 3 asegura la imparcialidad de los jueces durante un proceso penal."
2134,"¿Cuál es el artículo que me protege de ser juzgado o condenado más de una vez por el mismo hecho?","El artículo 4 me protege de ser juzgado o condenado más de una vez por el mismo hecho."
2135,"¿Qué artículo reconoce mis derechos como imputado desde el inicio del proceso penal?","El artículo 5 reconoce mis derechos como imputado desde el primer acto del proceso penal."
2136,"¿Qué artículo garantiza mi presunción de inocencia hasta que se demuestre lo contrario?","El artículo 6 garantiza mi presunción de inocencia hasta que se demuestre mi culpabilidad en sentencia ejecutoriada."
2137,"¿Qué artículo se aplica si tengo dudas sobre la imposición de medidas cautelares durante el proceso?","El artículo 7 se aplica en caso de dudas sobre la imposición de medidas cautelares, estableciendo que debe favorecerse al imputado."
2138,"¿Qué artículo me permite defenderme personalmente en el proceso penal?","El artículo 8 me permite defenderme personalmente durante el proceso penal, además de contar con una defensa técnica."
2139,"¿Qué artículo asegura mi derecho a un abogado desde el momento de mi detención?","El artículo 9 asegura mi derecho a un abogado desde el momento de la detención o antes de cualquier declaración."
2140,"¿Qué artículo garantiza que tendré acceso a un traductor si no comprendo el idioma del proceso?","El artículo 10 garantiza mi acceso a un traductor si no comprendo el idioma español durante el proceso."
2141,"¿Qué establece el artículo 21 sobre la obligatoriedad de la Fiscalía?","El artículo 21 establece que la Fiscalía tiene la obligación de ejercer la acción penal pública en todos los casos que sea procedente. Sin embargo, puede solicitar al juez que prescinda de la persecución penal en ciertos casos específicos."
2142,"¿Cuáles son los casos en los que la Fiscalía puede prescindir de la persecución penal según el artículo 21?","La Fiscalía puede prescindir de la persecución penal en casos de irrelevancia social del hecho, cuando el imputado haya sufrido un daño mayor que la pena esperada, cuando la pena por otros delitos carezca de importancia, cuando sea previsible el perdón judicial, y en el caso de una pena que se espera en un proceso extranjero."
2143,"¿Qué condición se requiere para prescindir de la persecución penal en los supuestos 1), 2) y 4) del artículo 21?","Es necesario que el imputado haya reparado el daño ocasionado, firmado un acuerdo con la víctima o afianzado suficientemente esa reparación."
2144,"¿Cuál es el efecto de prescindir de la persecución penal según el artículo 22?","El artículo 22 establece que la decisión de prescindir de la persecución penal extinguirá la acción pública en relación con el imputado en cuyo favor se decida. Si la decisión se funda en la irrelevancia social del hecho, se extenderá a todos los partícipes."
2145,"¿Qué ocurre con la acción penal pública en el caso del numeral 5 del artículo 21 según el artículo 22?","En el caso del numeral 5, la acción penal pública se suspenderá hasta que la sentencia por otros delitos adquiera ejecutoria, momento en el cual se resolverá definitivamente sobre la prescindencia de la persecución penal."
2146,"¿En qué consiste la suspensión condicional del proceso según el artículo 23?","El artículo 23 establece que las partes pueden solicitar la suspensión condicional del proceso cuando sea previsible la suspensión condicional de la pena, siempre que el imputado preste su conformidad y repare el daño ocasionado."
2147,"¿Cuál es el período de prueba para la suspensión condicional del proceso según el artículo 24?","El período de prueba fijado por el juez no podrá ser inferior a un año ni superior a tres años, y no excederá el máximo de la pena prevista."
2148,"¿Qué reglas puede imponer el juez durante la suspensión condicional del proceso según el artículo 24?","El juez puede imponer reglas como prohibición de cambiar de domicilio, prohibición de frecuentar ciertos lugares, abstención de consumo de estupefacientes, someterse a vigilancia, prestar trabajo comunitario, permanecer en un trabajo, someterse a tratamiento médico, entre otras."
2149,"¿Qué ocurre si el imputado incumple las reglas impuestas durante la suspensión condicional del proceso según el artículo 25?","El juez de la causa puede revocar la suspensión y el proceso continuará su curso. También puede optar por la ampliación del período de prueba o la modificación de las medidas impuestas."
2150,"¿Qué establece el artículo 26 sobre la conversión de la acción penal pública en acción privada?","El artículo 26 establece que la acción penal pública puede ser convertida en acción privada a pedido de la víctima en ciertos casos, como delitos que requieran instancia de parte, delitos patrimoniales sin interés público comprometido, y otros supuestos especificados."
2151,"¿Cuáles son los motivos de extinción de la acción penal según el artículo 27?","Los motivos de extinción de la acción penal incluyen la muerte del imputado, amnistía, pago de la multa máxima, aplicación de criterios de oportunidad, desistimiento de la querella, reparación del daño, conciliación, prescripción, entre otros."
2152,"¿En qué caso se extingue la acción penal según el artículo 28 sobre justicia comunitaria?","La acción penal se extingue cuando el delito se comete dentro de una comunidad indígena y campesina y sus autoridades naturales resuelven el conflicto conforme a su Derecho Consuetudinario Indígena, siempre que no sea contrario a los derechos fundamentales."
2153,"¿Qué establece el artículo 29 sobre la prescripción de la acción penal?","El artículo 29 establece los plazos de prescripción de la acción penal según la pena del delito: ocho años para delitos con pena de seis años o más, cinco años para penas menores de seis y mayores de dos años, tres años para otros delitos con penas privativas de libertad, y dos años para penas no privativas de libertad."
2154,"¿Qué establece el artículo 29 Bis sobre la imprescriptibilidad de ciertos delitos?","El artículo 29 Bis establece que los delitos cometidos por servidores públicos que atenten contra el patrimonio del Estado y causen grave daño económico son imprescriptibles y no admiten régimen de inmunidad."
2155,"¿Cuándo comienza a correr el término de la prescripción según el artículo 30?","El término de la prescripción comienza a correr desde la medianoche del día en que se cometió el delito o cesó su consumación."
2156,"¿Qué causa la interrupción del término de la prescripción según el artículo 31?","La declaratoria de rebeldía del imputado interrumpe el término de la prescripción, momento desde el cual el plazo se computará nuevamente."
2157,"¿Cuáles son los casos en que se suspende el término de la prescripción según el artículo 32?","El término de la prescripción se suspende cuando se resuelve la suspensión de la persecución penal, mientras esté pendiente una cuestión prejudicial, durante el trámite de antejuicio o conformidad de un gobierno extranjero, y en delitos que alteren el orden constitucional."
2158,"¿Qué efectos tiene la interrupción o suspensión de la prescripción según el artículo 33?","La interrupción o suspensión del término de la prescripción se aplica de manera individualizada para el autor y los partícipes."
2159,"¿Qué preferencia tienen los tratados internacionales según el artículo 34?","El artículo 34 establece que los tratados y convenios internacionales vigentes sobre prescripción tendrán aplicación preferente."
2160,"¿Quiénes no pueden denunciar ni ejercitar la acción penal según el artículo 35?","No pueden denunciar ni ejercitar la acción penal descendientes en línea directa contra ascendientes y viceversa, parientes colaterales dentro del segundo grado, cónyuges, convivientes, y condenados por falso testimonio, salvo que se trate de delitos cometidos contra ellos o sus familiares."
2161,"¿Qué establece el artículo 36 sobre la acción civil?","El artículo 36 establece que la acción civil para la reparación de daños causados por el delito puede ser ejercida por el damnificado o sus herederos contra el autor y los partícipes del delito."
2162,"¿En qué casos puede ejercerse la acción civil en la jurisdicción penal según el artículo 37?","La acción civil puede ejercerse en el proceso penal conforme a las reglas especiales previstas en el Código o intentarse ante los tribunales civiles, pero no puede promoverse simultáneamente en ambas jurisdicciones."
2163,"¿Qué establece el artículo 38 sobre la concurrencia de acciones?","El artículo 38 establece que cuando la acción reparatoria se intenta en la vía civil, no se dictará sentencia hasta que el proceso penal pendiente haya sido resuelto, con algunas excepciones como fallecimiento del imputado, suspensión por rebeldía, y otros."
2164,"¿Qué efectos produce la cosa juzgada penal en el proceso civil según el artículo 39?","La sentencia condenatoria en un proceso penal producirá efectos de cosa juzgada en el proceso civil, mientras que la sentencia absolutoria producirá efectos respecto a la inexistencia del hecho o a la ausencia de participación de las personas involucradas."
2165,"¿Qué establece el artículo 40 sobre la cosa juzgada civil?","El artículo 40 establece que la sentencia en un juicio civil no impedirá ninguna acción penal posterior sobre el mismo hecho, y la sentencia penal posterior no incidirá en los efectos de la sentencia civil, salvo que la absolución se funde en la inexistencia del hecho o la no participación del imputado."
2166,"¿Qué artículo me protege en caso de un hecho de escasa relevancia social?","El artículo 21 menciona que la Fiscalía puede prescindir de la persecución penal en casos de irrelevancia social del hecho."
2167,"¿Qué artículo menciona la posibilidad de suspensión condicional del proceso en lugar de una condena?","El artículo 23 establece la posibilidad de la suspensión condicional del proceso si es previsible la suspensión de la pena."
2168,"¿Cuál es el artículo que permite la conversión de la acción penal pública en acción privada a pedido de la víctima?","El artículo 26 permite la conversión de la acción penal pública en acción privada a pedido de la víctima en ciertos casos."
2169,"¿Qué artículo regula las condiciones que debe cumplir un imputado durante la suspensión condicional del proceso?","El artículo 24 regula las condiciones y reglas que debe cumplir el imputado durante la suspensión condicional del proceso."
2170,"¿Cuál es el artículo que establece cuándo se extingue la acción penal en comunidades indígenas?","El artículo 28 establece que la acción penal se extingue cuando el delito es resuelto por autoridades comunitarias según el Derecho Consuetudinario Indígena."
2171,"¿Qué artículo habla sobre la imprescriptibilidad de delitos cometidos por servidores públicos?","El artículo 29 Bis establece la imprescriptibilidad de delitos cometidos por servidores públicos que atenten contra el patrimonio del Estado y causen grave daño económico."
2172,"¿Qué artículo establece el comienzo del término de la prescripción de la acción penal?","El artículo 30 establece que el término de la prescripción empieza a correr desde la medianoche del día en que se cometió el delito o cesó su consumación."
2173,"¿En qué artículo se menciona la posibilidad de revocar la suspensión del proceso si el imputado incumple las reglas?","El artículo 25 menciona que la suspensión del proceso puede ser revocada si el imputado incumple las reglas impuestas."
2174,"¿Qué artículo permite que la acción civil para la reparación de daños sea ejercida en un proceso penal o civil?","El artículo 37 permite que la acción civil para la reparación de daños sea ejercida en un proceso penal o en la vía civil, pero no en ambas simultáneamente."
2175,"¿Cuál es el artículo que establece los efectos de la cosa juzgada penal en el proceso civil?","El artículo 39 establece que la sentencia condenatoria en un proceso penal producirá efectos de cosa juzgada en el proceso civil."
2176,"¿Qué establece el artículo 41 sobre el ejercicio de la acción civil?","El artículo 41 establece que la acción civil será ejercida obligatoriamente por el fiscal cuando se trate de delitos que afecten el patrimonio del Estado y, subsidiariamente, cuando afecten intereses colectivos o difusos."
2177,"¿Qué determina el artículo 42 sobre la jurisdicción penal?","El artículo 42 determina que la justicia penal tiene el conocimiento exclusivo de todos los delitos y la ejecución de sus resoluciones, siendo irrenunciable e indelegable, salvo excepciones establecidas en el Código."
2178,"¿Cuáles son los órganos jurisdiccionales penales mencionados en el artículo 43?","El artículo 43 menciona como órganos jurisdiccionales penales a la Corte Suprema de Justicia, las Cortes Superiores de Justicia, los Tribunales de Sentencia, los Jueces de Sentencia, los Jueces de Instrucción y los Jueces de Ejecución Penal."
2179,"¿Qué características tiene la competencia de los jueces y tribunales según el artículo 44?","La competencia penal de los jueces y tribunales es improrrogable y está regida por las reglas respectivas de su Ley Orgánica y por este Código. La competencia territorial no podrá ser objetada una vez señalada la audiencia de juicio."
2180,"¿Qué establece el artículo 45 sobre la indivisibilidad del juzgamiento?","El artículo 45 establece que por un mismo hecho no se podrá seguir diferentes procesos, aunque los imputados sean distintos, salvo las excepciones previstas en el Código."
2181,"¿Qué sucede en caso de incompetencia por razón de materia según el artículo 46?","El artículo 46 establece que la incompetencia por razón de materia debe ser declarada incluso de oficio, y si se declara, las actuaciones se remitirán al juez o tribunal competente."
2182,"¿Qué dice el artículo 47 sobre la convalidación de actuaciones judiciales?","El artículo 47 menciona que no serán nulas las actuaciones de un juez con competencia para conocer hechos más graves cuando haya actuado en causas de menor gravedad."
2183,"¿Qué jurisdicción prevalece en caso de duda entre jurisdicción ordinaria y especial según el artículo 48?","En caso de duda, el artículo 48 establece que la jurisdicción ordinaria prevalecerá para conocer los delitos. Los civiles no podrán ser sometidos a la jurisdicción militar."
2184,"¿Cuáles son las reglas de competencia territorial mencionadas en el artículo 49?","El artículo 49 establece que serán competentes el juez del lugar de comisión del delito, el juez de la residencia del imputado, el juez del lugar donde se descubran pruebas, entre otros."
2185,"¿Qué recursos es competente para conocer la Corte Suprema de Justicia según el artículo 50?","El artículo 50 establece que la Corte Suprema de Justicia es competente para conocer los recursos de casación, los recursos de revisión de sentencias condenatorias ejecutoriadas, y las solicitudes de extradición."
2186,"¿Cuáles son las competencias de las Cortes Superiores de Justicia según el artículo 51?","Las Cortes Superiores de Justicia son competentes para conocer la apelación incidental, la apelación restringida contra sentencias, excusas o recusaciones contra jueces, y los conflictos de competencia."
2187,"¿Qué funciones tienen los Tribunales de Sentencia según el artículo 52?","El artículo 52 establece que los Tribunales de Sentencia están integrados por dos jueces técnicos y tres jueces ciudadanos, y son competentes para conocer el juicio en todos los delitos de acción pública."
2188,"¿Qué juicios son competencia de los jueces de sentencia según el artículo 53?","Los jueces de sentencia son competentes para conocer juicios por delitos de acción privada, delitos de acción pública sancionados con penas menores a cuatro años, y el procedimiento para la reparación del daño."
2189,"¿Cuáles son las competencias de los jueces de instrucción según el artículo 54?","Los jueces de instrucción son competentes para el control de la investigación, emitir resoluciones durante la etapa preparatoria, resolver procesos abreviados, dirigir audiencias de preparación de juicio, y homologar conciliaciones, entre otras."
2190,"¿Qué atribuciones tienen los jueces de ejecución penal según el artículo 55?","Los jueces de ejecución penal tienen atribuciones como el control de la ejecución de sentencias, la resolución de la libertad condicional, y la revisión de sanciones durante la ejecución de la condena."
2191,"¿Cuál es la función de los secretarios según el artículo 56?","El artículo 56 establece que los secretarios asistirán al juez o tribunal en el cumplimiento de sus actos, incluyendo ordenar notificaciones, custodiar objetos probatorios, llevar registros y colaborar en las tareas ordenadas."
2192,"¿Qué requisitos se necesitan para ser juez ciudadano según el artículo 57?","El artículo 57 establece que para ser juez ciudadano se necesita ser mayor de 25 años, estar en pleno ejercicio de los derechos ciudadanos, tener domicilio conocido y tener una profesión, ocupación, oficio o arte conocido."
2193,"¿Qué impedimentos existen para ser juez ciudadano según el artículo 58?","El artículo 58 establece que no podrán ser jueces ciudadanos los abogados, los funcionarios auxiliares de juzgados y fiscalía, y los miembros en servicio activo de las Fuerzas Armadas y Policía Nacional."
2194,"¿Qué establece el artículo 59 sobre el padrón general de jueces ciudadanos?","El artículo 59 establece que las Cortes Departamentales Electorales elaborarán anualmente el padrón de ciudadanos que cumplan con los requisitos y lo comunicarán a la Corte Superior de Justicia de cada departamento."
2195,"¿Cómo se elabora la lista de ciudadanos para los tribunales de sentencia según el artículo 60?","El artículo 60 establece que las Cortes Superiores de Justicia elaborarán la lista de ciudadanos para cada tribunal por sorteo, verificando que cumplan con los requisitos establecidos, y los ciudadanos no podrán ser designados nuevamente durante los siguientes tres años salvo ciertas excepciones."
2196,"¿Qué artículo establece quién debe ejercer la acción civil en caso de delitos que afecten el patrimonio del Estado?","El artículo 41 establece que el fiscal debe ejercer la acción civil en caso de delitos que afecten el patrimonio del Estado."
2197,"¿Qué artículo menciona los órganos jurisdiccionales que se encargan de la justicia penal en Bolivia?","El artículo 43 menciona los órganos jurisdiccionales encargados de la justicia penal, incluyendo la Corte Suprema de Justicia y los Tribunales de Sentencia."
2198,"¿Cuál es el artículo que regula la competencia territorial de los jueces y tribunales penales?","El artículo 44 regula la competencia territorial de los jueces y tribunales penales."
2199,"¿Qué artículo menciona la indivisibilidad del juzgamiento de un mismo hecho aunque existan múltiples imputados?","El artículo 45 menciona la indivisibilidad del juzgamiento de un mismo hecho, aunque existan múltiples imputados."
2200,"¿Qué artículo me protege si un juez que no tiene competencia por razón de materia actúa en mi caso?","El artículo 46 protege el derecho a la remisión de actuaciones al juez competente en caso de incompetencia por razón de materia."
2201,"¿Qué artículo me indica qué ocurre si un juez con competencia para hechos más graves actúa en un caso de menor gravedad?","El artículo 47 establece que no serán nulas las actuaciones de un juez con competencia para conocer hechos más graves que actúe en causas de menor gravedad."
2202,"¿Qué artículo regula la jurisdicción ordinaria en caso de concurrencia entre jurisdicciones?","El artículo 48 regula que la jurisdicción ordinaria prevalece en caso de concurrencia entre jurisdicciones."
2203,"¿Qué artículo establece las reglas de competencia territorial para saber qué juez es competente para conocer un delito?","El artículo 49 establece las reglas de competencia territorial para determinar qué juez es competente para conocer un delito."
2204,"¿Qué artículo menciona la competencia de la Corte Suprema de Justicia en recursos de casación y extradición?","El artículo 50 menciona que la Corte Suprema de Justicia es competente para conocer recursos de casación y solicitudes de extradición."
2205,"¿Qué artículo me indica cuál es la autoridad competente para conocer conflictos de competencia entre jueces?","El artículo 51 establece que las Cortes Superiores de Justicia son competentes para conocer conflictos de competencia entre jueces."
2206,"¿Qué establece el artículo 61 sobre el sorteo de los jueces ciudadanos?","El artículo 61 establece que, señalada la audiencia del juicio y quince días antes de su realización, el Presidente del tribunal elegirá por sorteo en sesión pública a doce ciudadanos para integrar el tribunal, y se pondrá en conocimiento de las partes la lista de los jueces ciudadanos elegidos."
2207,"¿En qué circunstancias se realizará un sorteo extraordinario para integrar el tribunal según el artículo 63?","Cuando no sea posible integrar el tribunal con la lista original, se efectuará un sorteo extraordinario y se repetirá el procedimiento de selección para evitar demoras en el juicio."
2208,"¿Qué deberes y atribuciones tienen los jueces ciudadanos durante el juicio según el artículo 64?","Los jueces ciudadanos designados tienen los mismos deberes y atribuciones que los jueces técnicos durante la sustanciación del juicio."
2209,"¿Qué sanciones establece el artículo 65 por la inasistencia injustificada a la audiencia de constitución del tribunal?","La inasistencia injustificada a la audiencia de constitución del tribunal y el incumplimiento de la función de juez ciudadano serán sancionados como delito de desobediencia a la autoridad."
2210,"¿Qué establece el artículo 66 sobre la remuneración de los jueces ciudadanos?","El artículo 66 establece que la función de juez ciudadano será remunerada mediante declaratoria en comisión con goce de haberes para empleados públicos o privados, y con una remuneración diaria para trabajadores independientes equivalente al 50% del haber diario de un juez técnico."
2211,"¿Qué casos de conexitud de procesos se mencionan en el artículo 67?","El artículo 67 menciona la conexitud de procesos cuando los hechos imputados han sido cometidos simultáneamente por varias personas reunidas, para cometer otros delitos, o recíprocamente."
2212,"¿Cuál es el efecto de la conexitud de procesos según el artículo 68?","En los casos de conexitud, las causas se acumularán y serán conocidas por un solo juez o tribunal, siendo competente aquel que conozca del delito sancionado con la pena más grave."
2213,"¿Quiénes participan en la investigación de delitos según el artículo 69?","El artículo 69 establece que la investigación de delitos está a cargo del Ministerio Público, la Policía Nacional y el Instituto de Investigaciones Forenses."
2214,"¿Cuál es la función del Ministerio Público según el artículo 70?","El artículo 70 establece que el Ministerio Público dirige la investigación de delitos y promueve la acción penal pública ante los órganos jurisdiccionales."
2215,"¿Qué prohibición establece el artículo 71 para los fiscales respecto a las pruebas?","El artículo 71 prohíbe a los fiscales utilizar pruebas obtenidas en violación de la Constitución, tratados internacionales y leyes vigentes."
2216,"¿Qué obligaciones tiene la Policía Nacional en la investigación de delitos según el artículo 74?","El artículo 74 establece que la Policía Nacional debe encargarse de la identificación y aprehensión de los responsables, auxilio a las víctimas, y acumulación y seguridad de las pruebas, entre otras diligencias ordenadas por el fiscal."
2217,"¿Cuál es la función del Instituto de Investigaciones Forenses según el artículo 75?","El artículo 75 establece que el Instituto de Investigaciones Forenses es un órgano encargado de realizar estudios científicos requeridos para la investigación de delitos o comprobación de hechos mediante orden judicial."
2218,"¿Qué derechos tiene la víctima según el artículo 76?","El artículo 76 considera como víctima a las personas directamente ofendidas por el delito, sus familiares en caso de muerte, personas jurídicas afectadas, y fundaciones con intereses colectivos relacionados."
2219,"¿Qué permite la querella según el artículo 78?","El artículo 78 permite a la víctima promover la acción penal mediante querella, ya sea en casos de acción pública o privada, y detalla que menores e incapaces podrán querellarse a través de representantes."
2220,"¿Qué obligaciones tiene el querellante respecto al deber de atestiguar según el artículo 82?","El artículo 82 establece que la intervención de una persona como querellante no la exime de la obligación de declarar como testigo en el proceso."
2221,"¿Cómo se identificará al imputado según el artículo 83?","El artículo 83 establece que el imputado será identificado por su nombre, datos personales y señas particulares, y si se abstiene de proporcionarlos o lo hace falsamente, se procederá a su identificación por otros medios lícitos."
2222,"¿Qué derechos tiene el imputado desde su captura según el artículo 84?","El artículo 84 establece que el imputado tiene derecho a ser asistido y entrevistarse en privado con su defensor desde el inicio de su captura."
2223,"¿Qué procedimiento se sigue si el imputado es menor de edad según el artículo 85?","El artículo 85 establece que los tutores del menor podrán intervenir en el proceso asumiendo su defensa y que si no tiene representación, será obligatoria la intervención de un representante estatal de protección al menor."
2224,"¿Qué medidas se tomarán si el imputado sufre una enfermedad mental según el artículo 86?","El artículo 86 establece que si el imputado padece una enfermedad mental que le impida comprender los actos del proceso, se ordenará un reconocimiento psiquiátrico, y si se comprueba su incapacidad, se suspenderá el proceso hasta su recuperación."
2225,"¿Cuándo será declarado el imputado rebelde según el artículo 87?","El artículo 87 establece que el imputado será declarado rebelde si no comparece sin causa justificada, se evade del lugar de detención, no cumple con un mandamiento de aprehensión, o se ausenta sin permiso del lugar asignado."
2226,"¿Qué efectos tiene la declaratoria de rebeldía según el artículo 90?","El artículo 90 establece que la declaratoria de rebeldía no suspende la etapa preparatoria del proceso y que interrumpe la prescripción. Si se declara durante el juicio, éste se suspenderá respecto al rebelde."
2227,"¿Qué sucede si se presentan impedimentos para cumplir la función de juez ciudadano según el artículo 62?","El artículo 62 establece que, si existen impedimentos para cumplir la función de juez ciudadano, el Presidente del tribunal dispondrá la exclusión de la lista de aquellos que no puedan ejercer la función."
2228,"¿Qué pueden hacer las partes durante la audiencia de constitución del tribunal según el artículo 62?","Durante la audiencia de constitución del tribunal, las partes podrán recusar sin expresión de causa a dos de los ciudadanos seleccionados, quienes serán excluidos de la lista."
2229,"¿Qué advertencia se les da a los jueces ciudadanos designados según el artículo 62?","Al concluir la audiencia de constitución del tribunal, el Presidente designará a los tres jueces ciudadanos y les advertirá sobre la importancia y deberes de su cargo, además de prohibirles emitir criterios sobre la causa o tomar contacto con las partes."
2230,"¿Qué ocurre si surgen recusaciones o impedimentos después de la designación de los jueces ciudadanos según el artículo 62?","El artículo 62 establece que las recusaciones e impedimentos que surjan después de la designación de los jueces ciudadanos serán resueltos inmediatamente, y se convocará al siguiente de la lista para completar el número requerido."
2231,"¿Qué solución se plantea en el artículo 63 si no se logra integrar el tribunal mediante el sorteo extraordinario?","El artículo 63 establece que si, luego del sorteo extraordinario, no es posible integrar el tribunal, el juicio se celebrará en el asiento judicial más próximo, repitiendo el procedimiento de selección."
2232,"¿Qué implicaciones tiene para los jueces ciudadanos el artículo 64?","El artículo 64 implica que los jueces ciudadanos, una vez designados, son considerados parte del tribunal con las mismas obligaciones y derechos que los jueces técnicos durante el juicio."
2233,"¿Qué medidas se pueden tomar respecto a los bienes del imputado declarado rebelde según el artículo 89?","El artículo 89 establece que, al declarar la rebeldía del imputado, el juez podrá ordenar medidas cautelares sobre los bienes del imputado para asegurar la eventual responsabilidad civil emergente del hecho imputado."
2234,"¿Qué disposiciones existen en el artículo 68 respecto a la tramitación separada de causas conexas?","El artículo 68 establece que, excepcionalmente, el juez competente podrá disponer la tramitación separada de causas conexas si esto resulta conveniente para evitar retardo procesal o facilitar el ejercicio de la defensa."
2235,"¿Quién puede iniciar una querella según el artículo 78?","El artículo 78 permite que la víctima, los menores a través de sus representantes, y las personas jurídicas mediante sus representantes puedan iniciar una querella, ya sea en casos de acción pública o privada."
2236,"¿Qué responsabilidad tiene la autoridad sobre la información a la víctima según el artículo 77?","El artículo 77 establece que la autoridad responsable de la persecución penal debe informar a la víctima sobre sus derechos y el resultado del proceso, y si no cumple con ello, incurre en responsabilidad."
2237,"¿Cuándo es obligatorio unificar la representación de querellantes según el artículo 80?","El artículo 80 establece que, cuando actúan varios querellantes con un interés común y exista compatibilidad en la acción, el juez o tribunal les intimará a unificar su representación."
2238,"¿Qué sucede si un imputado se ausenta del lugar asignado para residir sin permiso según el artículo 87?","Según el artículo 87, si un imputado se ausenta sin licencia del juez o tribunal del lugar asignado para residir, será declarado rebelde."
2239,"¿Qué se hace con las actuaciones y pruebas en caso de rebeldía según el artículo 89?","El artículo 89 establece que, en caso de declaratoria de rebeldía, se dispondrá la conservación de las actuaciones y de los instrumentos o piezas de convicción."
2240,"¿Qué medidas se toman si el imputado no cumple un mandamiento de aprehensión según el artículo 87?","El artículo 87 establece que, si el imputado no cumple un mandamiento de aprehensión emitido por autoridad competente, será declarado rebelde."
2241,"¿Qué establece el artículo 66 sobre los gastos de remuneración de los jueces ciudadanos?","El artículo 66 establece que los gastos de la remuneración de los jueces ciudadanos serán imputables a las costas en favor del Estado."
2242,"¿Qué función tiene la Policía Nacional en la investigación de delitos de sustancias controladas según el artículo 69?","El artículo 69 establece que las diligencias de la policía judicial en materia de sustancias controladas serán procesadas por la Fuerza Especial de Lucha Contra el Narcotráfico bajo la dirección del fiscal de sustancias controladas."
2243,"¿Cuál es la obligación del encargado de la custodia del imputado según el artículo 84?","El artículo 84 establece que, si el imputado está privado de libertad, el encargado de su custodia deberá transmitir al juez las peticiones u observaciones del imputado dentro de las veinticuatro horas siguientes y facilitar su comunicación con el defensor."
2244,"¿Qué ocurre si el imputado recobra su salud mental durante el proceso según el artículo 86?","El artículo 86 establece que, si el imputado recobra su salud mental, el juez o tribunal dispondrá la prosecución de la causa."
2245,"¿Qué responsabilidades tienen los fiscales respecto a las garantías constitucionales según el artículo 72?","El artículo 72 establece que los fiscales deben velar por el cumplimiento efectivo de las garantías reconocidas por la Constitución, las convenciones y tratados internacionales, así como tomar en cuenta las circunstancias que eximen de responsabilidad al imputado."
2246,"¿Qué requisitos deben cumplir las resoluciones de los fiscales según el artículo 73?","El artículo 73 establece que los fiscales deben formular sus requerimientos y resoluciones de manera fundamentada y específica, actuando oralmente en las audiencias y por escrito en los demás casos."
2247,"¿Qué define el artículo 75 sobre la designación del personal del Instituto de Investigaciones Forenses?","El artículo 75 establece que los directores y demás personal del Instituto de Investigaciones Forenses serán designados mediante concurso público de méritos y antecedentes, y si se trata de miembros activos de la Policía Nacional, serán declarados en comisión de servicio."
2248,"¿Cuáles son los derechos de la víctima como querellante según el artículo 79?","El artículo 79 establece que la víctima, como querellante, tiene derecho a intervenir en la persecución penal ya iniciada por la Fiscalía, y ejercer todos los derechos y facultades previstos en la Constitución y las leyes, sin alterar las responsabilidades de los fiscales y jueces."
2249,"¿Qué sucede con los querellantes que no logran unificar su representación según el artículo 80?","El artículo 80 establece que, si los querellantes no se ponen de acuerdo para unificar su representación, el juez o tribunal designará a uno de los que intervienen en el proceso como su representante."
2250,"¿Qué medida se toma si el imputado está enajenado mentalmente y no representa peligro según el artículo 86?","El artículo 86 establece que, si el imputado enajenado mentalmente no representa peligro, el juez o tribunal podrá ordenar su libertad bajo el cuidado de sus padres, tutor o curador."
2251,"¿Qué define el artículo 84 sobre la comunicación del imputado con su defensor?","El artículo 84 establece que el imputado, desde el inicio de su captura, tiene derecho a ser asistido y entrevistarse en privado con su defensor, y el encargado de su custodia debe facilitar esta comunicación."
